🇨🇳JJ斗地主频道,#genre#
正版经典小品,https://openhls-tct.douyucdn2.cn/dyliveflv3a/9067836rtKh0VgPK_900.m3u8?txSecret=0f188e04dd6f8e31dd6ffc9474f9bb35&txTime=66efd244&token=h5-douyu-0-9067836-efc176401ab5e109fda4f06773dd6994&did=a2bcb44bb72c43306bcb6350000917p1&origin=tct&vhost=play4&sid=400036447
重温春晚爆笑经典小品,https://hs.flv.huya.com/src/1524439828-1524439828-6547419205979865088-3049003112-10057-A-0-1.flv?wsSecret=3545f1502d4e3347d7cb5fd99e68af71&wsTime=66f10c64&seqid=8792658479567&ctype=tars_mobile&ver=1&fs=bgct&t=103&ratio=2000&dMod=mseh-0&sdkPcdn=1_1&uid=7065671496573&uuid=3366090523&t=103&sv=202409061138&sdk_sid=1726986982918&a_block=0
庆余年,https://openhls-tct.douyucdn2.cn/dyliveflv3/5062195rBXlqUAPX_900.m3u8?txSecret=a5f4efda28204387d542f19648e7d3e0&txTime=66efc99a&token=h5-douyu-0-5062195-fa18bbcc58d0aa5c2cb87eb0b9d22bb3&did=a2bcb44bb72c43306bcb6350000917p1&origin=tct&vhost=play3&sid=399501687
庆余年,https://openhls-tct.douyucdn2.cn/dyliveflv3a/428402rbY4zzXMgv_900.m3u8?txSecret=25c07f358e68eecd086b2cac31c70208&txTime=66efd0d2&token=h5-douyu-0-428402-cb0b189e24e815c32aade42afbee5eaa&did=a2bcb44bb72c43306bcb6350000917p1&origin=tct&vhost=play4&sid=400280945
庆余年,http://cfss.cc/cdn/hy/11352960.flv
庆余年,http://cfss.cc/cdn/hy/11352960.m3u8
庆余年,http://cfss.cc/cdn/hy/11352960.m3u8
庆余年,http://43.138.170.29:35455/douyu/11880121
庆余年,http://159.75.85.63:35455/huya/11352960?cdn=txcdn
庆余年,https://live.metshop.top/huya/11352960

知否知否,http://11.xmyxc.cn/api/php/yy.php?id=21881901&uid=461123160
知否知否,http://live.iill.top/yy.php?id=21881901
知否知否,https://live.metshop.top/yy/21881901
知否知否,http://43.138.170.29:35455/yy/21881901
知否知否,http://[2409:8087:2001:20:2800:0:df6e:eb20]/ott.mobaibox.com/PLTV/3/224/3221228465/index.m3u8?
雪中悍刀行,http://cfss.cc/cdn/hy/11336592.m3u8
雪中悍刀行,https://tx.flv.huya.com/huyalive/1388457235-1388457235-5963378416219586560-2777037926-10057-A-0-1.flv?wsSecret=285433d4b1bc62833c48dd2912de45b0&wsTime=66f10cd1&seqid=4340101658795&ctype=tars_mobile&ver=1&fs=bgct&t=103&ratio=2000&dMod=mseh-0&sdkPcdn=1_1&uid=2613114566717&uuid=3475167520&t=103&sv=202409061138&sdk_sid=1726987091994&a_block=0
厕所毒舌徐凤年,https://hw.flv.huya.com/src/1099531840880-1099531840880-86814620630646784-2199063805216-10057-A-0-1.flv?wsSecret=534a0ef8f44047369604589d9730d308&wsTime=66f10e2a&seqid=6819522159648&ctype=tars_mobile&ver=1&fs=bgct&t=103&dMod=mseh-0&sdkPcdn=1_1&uid=5092534723138&uuid=3819631038&t=103&sv=202409061138&sdk_sid=1726987436456&a_block=0
延禧攻略,http://live.iill.top/huya.php?id=26355864
延禧攻略,https://hw.flv.huya.com/src/1099531840940-1099531840940-86814878328684544-2199063805336-10057-A-0-1.flv?wsSecret=da18ce6d50548aae990d07f7db268c22&wsTime=66f108fa&seqid=9352355541190&ctype=tars_mobile&ver=1&fs=bgct&t=103&ratio=2000&dMod=mseh-0&sdkPcdn=1_1&uid=7625369432588&uuid=2491704913&t=103&sv=202409061138&sdk_sid=1726986108529&a_block=0
与凤行,https://al.flv.huya.com/huyalive/1099531840942-1099531840942-86814886918619136-2199063805340-10057-A-0-1.flv?wsSecret=69bbe04a3d227e524d4513487309cf2e&wsTime=66f10e88&seqid=5365841439415&ctype=tars_mobile&ver=1&fs=bgct&t=103&dMod=mseh-0&sdkPcdn=1_1&uid=3638853909164&uuid=3913375648&t=103&sv=202409061138&sdk_sid=1726987530200&a_block=0
鹿鼎记陈小春版,https://hw.flv.huya.com/src/1199563459172-1199563459172-5444230055406338048-2399127041800-10057-A-0-1.flv?wsSecret=d9c47887a4049aa6075186e730412016&wsTime=66f10f55&seqid=7435245376835&ctype=tars_mobile&ver=1&fs=bgct&t=103&ratio=2000&dMod=mseh-0&sdkPcdn=1_1&uid=5708257641872&uuid=4118078621&t=103&sv=202409061138&sdk_sid=1726987734903&a_block=0
历年贺岁电影,https://al.flv.huya.com/huyalive/1524418118-1524418118-6547325962239868928-3048959692-10057-A-0-1.flv?wsSecret=01be79eedf0e176ad6cfb0f3b9d3375f&wsTime=66f10ff6&seqid=4476759961944&ctype=tars_mobile&ver=1&fs=bgct&t=103&ratio=2000&dMod=mseh-0&sdkPcdn=1_1&uid=2749772053357&uuid=4291720166&t=103&sv=202409061138&sdk_sid=1726987908545&a_block=0
牛叔说电影,https://openhls-tct.douyucdn2.cn/dyliveflv1/2758565rVIROeQiW_900.m3u8?txSecret=4256050872bfe47294c43e04280b623a&txTime=66efc872&token=h5-douyu-0-2758565-9aa4aef5c06685439940f4560c837146&did=a2bcb44bb72c43306bcb6350000917p1&origin=tct&vhost=play1&sid=399567909
牛叔说电影2,https://openhls-tct.douyucdn2.cn/dyliveflv3/10010651rTtT53Xi_900.m3u8?txSecret=b1a9b4fc0f927f9598046098645a57f1&txTime=66efd1b6&token=h5-douyu-0-10010651-193a1b6de1dbbf87c4848e1b8c0379ac&did=a2bcb44bb72c43306bcb6350000917p1&origin=tct&vhost=play3&sid=400224705
解说_鹿哥电影,http://159.75.85.63:35455/huya/24396360
解说_斌哥漫说,http://159.75.85.63:35455/huya/18632116
解说_续哥说电影,http://159.75.85.63:35455/huya/24396472
解说_小川侃电影,http://159.75.85.63:35455/huya/15870999
解说_阿良说剧,http://159.75.85.63:35455/huya/20488841
解说_鱼丸电影,http://159.75.85.63:35455/huya/16615910
解说_阿斗说电影,http://159.75.85.63:35455/huya/13303478
解说_扁豆看电影,http://159.75.85.63:35455/huya/16028551
解说_乌贼说电影,http://159.75.85.63:35455/huya/16604522
解说_大象放映室,http://159.75.85.63:35455/huya/21277391
解说_科幻梦工场,http://159.75.85.63:35455/huya/15152155
解说_亮哥讲电影,http://159.75.85.63:35455/huya/16144175
解说_越哥说电影,http://159.75.85.63:35455/huya/15894162
解说_小冉看电影,http://159.75.85.63:35455/huya/17341907
解说_阿翔说电影,http://159.75.85.63:35455/huya/16868935
解说_虎妞说电影,http://159.75.85.63:35455/huya/20343144
解说_涵哥评电影,http://159.75.85.63:35455/huya/16865726
解说_老皮讲电影,http://159.75.85.63:35455/huya/16968572
解说_默爷侃电影,http://159.75.85.63:35455/huya/17204307
解说_冷君说电影,http://159.75.85.63:35455/huya/16739452
解说_恐怖电影解说,http://159.75.85.63:35455/huya/16741179
成龙,http://zby.xjqxz.top/cldy/live.m3u8
李连杰,http://zby.xjqxz.top/lljdy/live.m3u8
李连杰武打高产王,https://hw.flv.huya.com/src/1394565196-1394565196-5989611908959830016-2789253848-10057-A-0-1.flv?wsSecret=06e15b18a208d46064bb1e4585d9fa19&wsTime=66f10d6d&seqid=10919372106286&ctype=tars_mobile&ver=1&txyp=o%3Awx6%3B&fs=bgct&t=103&ratio=2000&dMod=mseh-0&sdkPcdn=1_1&uid=9192384852717&uuid=3636686981&t=103&sv=202409061138&sdk_sid=1726987253512&a_block=0
李连杰专场,https://aldirect.flv.huya.com/huyalive/1279538193328-1279538193328-16891704434948571136-2559076510112-10057-A-0-1.flv?wsSecret=089a1e627ed475cd6cd87ec61f90ef10&wsTime=66f10fc4&seqid=2169782017992&ctype=tars_mobile&ver=1&fs=bgct&t=103&ratio=2000&dMod=mseh-0&sdkPcdn=1_1&uid=442794171853&uuid=4229267630&t=103&sv=202409061138&sdk_sid=1726987846093&a_block=0
周星驰,http://zby.xjqxz.top/live12/live.m3u8
周星星,https://qvodlive-va.huya.com/src/1394575534-1394575534-5989656310331736064-2789274524-10057-A-0-1.flv?wsSecret=d2c2b4ed0dd1849d2cbc588870e3160b&wsTime=66f10ebc&seqid=10834653525024&ctype=tars_mobile&ver=1&txyp=o%3An4%3B&fs=bgct&t=103&ratio=2000&&https=1&dMod=mseh-0&sdkPcdn=1_1&uid=9107665914478&uuid=3993646089&t=103&sv=202409061138&sdk_sid=1726987610470&a_block=0
周星星2,https://aldirect.flv.huya.com/huyalive/1199530246030-1199530246030-5301580696718934016-2399060615516-10057-A-0-1.flv?wsSecret=5849cc0b8dd2d19ced9abc01acdb4ad3&wsTime=66f10f21&seqid=2292353995971&ctype=tars_mobile&ver=1&fs=bgct&t=103&ratio=2000&dMod=mseh-0&sdkPcdn=1_1&uid=565366312681&uuid=4066395506&t=103&sv=202409061138&sdk_sid=1726987683222&a_block=0
猫和老鼠,https://hs.flv.huya.com/src/1423782038-1423782038-6115097289842229248-2847687532-10057-A-0-1.flv?wsSecret=0fae23e61996a9cb48645e555ef16409&wsTime=66f10df0&seqid=5100551432826&ctype=tars_mobile&ver=1&txyp=o%3Aqzeic1%3B&fs=bgct&t=103&dMod=mseh-0&sdkPcdn=1_1&uid=3373564054038&uuid=3761921148&t=103&sv=202409061138&sdk_sid=1726987378745&a_block=0
甄嬛传,http://zby.xjqxz.top/live8/live.m3u8
狂飙,http://zby.xjqxz.top/live9/live.m3u8
武林外传,http://zby.xjqxz.top/live10/live.m3u8
少年包青天,https://hs.flv.huya.com/huyalive/1199641962638-1199641962638-5781399874498985984-2399284048732-10057-A-0-1.flv?wsSecret=201d996ec7c18f1c591a08c284c4bb81&wsTime=66f1086e&seqid=9380119681161&ctype=tars_mobile&ver=1&fs=bgct&t=103&ratio=2000&dMod=mseh-0&sdkPcdn=1_1&uid=7653133707274&uuid=2356996267&t=103&sv=202409061138&sdk_sid=1726985973821&a_block=0
少年包青天,http://live.iill.top/yy.php?id=1356043677 
少年包青天,https://m.huya.com/29820210
笑傲江湖,http://11.xmyxc.cn/api/php/yy.php
如懿传,https://txdirect.flv.huya.com/huyalive/1239543150223-1239543150223-11134998960249241600-2479086423902-10057-A-0-1.flv?wsSecret=ef1e62bea47903f3b33d275be838b5e7&wsTime=66f108b5&seqid=9243567800118&ctype=tars_mobile&ver=1&fs=bgct&t=103&ratio=2000&dMod=mseh-0&sdkPcdn=1_1&uid=7516581760506&uuid=2422714459&t=103&sv=202409061138&sdk_sid=1726986039539&a_block=0
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
1905电影(国际),http://xxw.me0.cn/1905dy.php?id=1905b#http://xxw.me0.cn/1905dy.php?id=1905b
电影轮播1,http://cfss.cc/cdn/hy/11342429.flv
电影轮播2,http://cfss.cc/cdn/hy/11342387.flv
电影轮播3,http://cfss.cc/cdn/hy/11342386.flv
电影轮播4,http://cfss.cc/cdn/hy/11342390.flv
电影轮播5,http://cfss.cc/cdn/hy/11602058.flv
脱口秀大会播,http://cfss.cc/cdn/hy/11352875.m3u8
电影轮播一,http://zby.xjqxz.top/live5/live.m3u8
电影轮播二,http://zby.xjqxz.top/live7/live.m3u8
电影轮播三,http://zby.xjqxz.top/live13/live.m3u8
电影轮播四,http://zby.xjqxz.top/live18/live.m3u8
开端电视轮播,http://cfss.cc/cdn/hy/11342397.m3u8
神医喜来乐,http://11.xmyxc.cn/api/php/yy.php?id=1382714119&uid=2244059750
赵本山小品,http://11.xmyxc.cn/api/php/yy.php?id=32160832&uid=2361867875
yy小品,http://11.xmyxc.cn/api/php/yy.php?id=1354931503
yy小品二,http://11.xmyxc.cn/api/php/yy.php?id=1382741642
yy小品三,http://11.xmyxc.cn/api/php/yy.php?id=1354936198
绝版电影,http://11.xmyxc.cn/api/php/yy.php?id=1454587259&uid=67381238
射雕英雄传,http://11.xmyxc.cn/api/php/yy.php?id=1354210357
徐峥黄渤,http://11.xmyxc.cn/api/php/huya.php?id=11352876
yy电影二,http://11.xmyxc.cn/api/php/yy.php?id=1382749892
yy电影三,http://11.xmyxc.cn/api/php/yy.php?id=1382735573
yy电影四,http://11.xmyxc.cn/api/php/yy.php?id=24921161
yy电影六,http://11.xmyxc.cn/api/php/yy.php?id=1382736803
yy电影七,http://11.xmyxc.cn/api/php/yy.php?id=1354930924
yy电影八,http://11.xmyxc.cn/api/php/yy.php?id=1382745095
yy电影九,http://11.xmyxc.cn/api/php/yy.php?id=1355171357
yy电影十,http://11.xmyxc.cn/api/php/yy.php?id=24066336
YY電影-林正英三,http://11.xmyxc.cn/api/php/yy.php?id=1351505899
YY電影-林正英四,http://11.xmyxc.cn/api/php/yy.php?id=1353685311
YY電影-電影輪播一,http://11.xmyxc.cn/api/php/yy.php?id=1353059120
YY電影-歐美電影,http://11.xmyxc.cn/api/php/yy.php?id=24923327
YY電影-歐美科幻,http://11.xmyxc.cn/api/php/yy.php?id=37988782
YY電影-歐美動作電影,http://11.xmyxc.cn/api/php/yy.php?id=1382745089
YY連續劇四,http://11.xmyxc.cn/api/php/yy.php?id=1352227227
YY影视,http://11.xmyxc.cn/api/php/yy.php?id=1382702247
yy经典怀旧,http://11.xmyxc.cn/api/php/yy.php?id=1382627144
yy电视剧二,http://11.xmyxc.cn/api/php/yy.php?id=1354143966
yy电视剧,http://11.xmyxc.cn/api/php/yy.php?id=28099939
yy电视剧一,http://11.xmyxc.cn/api/php/yy.php?id=1455460998
电视剧三十五,http://11.xmyxc.cn/api/php/yy.php?id=1382764587

🇨🇳央视频道👉天下,#genre#
CCTV-01综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV-02财经,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV-03综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-04中文,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-05体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5+体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-06电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-07军事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-08电视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-09纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV-12社会,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-13新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV-14少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-16奥林,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-17农业,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8

🇨🇳央视频道👉移动,#genre#
CCTV-1综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV-2财经,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV-3综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-4中文,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-5体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5+体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-6电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-7军事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-8电视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-9纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-10科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV-12社会,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV-13新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV-14少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV-16奥林,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV-17农业,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8

🇨🇳央视频道👉IPV6,#genre#
CCTV-01综合,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8
CCTV-02财经,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8
CCTV-03综艺,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8
CCTV-04中文,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8
CCTV-05体育,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8
CCTV5-+体育,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8
CCTV-06电影,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8
CCTV-07军事,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225733/index.m3u8
CCTV-08电视剧,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226008/index.m3u8
CCTV-09记录,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225734/index.m3u8
CCTV-10科教,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225730/index.m3u8
CCTV-11戏曲,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225597/index.m3u8
CCTV-12社会与法,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/index.m3u8
CCTV-13新闻,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226011/index.m3u8
CCTV-14少儿,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225732/index.m3u8
CCTV-15音乐,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225601/index.m3u8
CCTV-16奥林匹克,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8
CCTV-17农业农村,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225765/index.m3u8
