🇨🇳JJ斗地主频道,#genre#
知否知否,http://11.xmyxc.cn/api/php/yy.php?id=21881901&uid=461123160
知否知否,http://live.iill.top/yy.php?id=21881901
知否知否,https://live.metshop.top/yy/21881901
知否知否,http://43.138.170.29:35455/yy/21881901
知否知否,http://[2409:8087:2001:20:2800:0:df6e:eb20]/ott.mobaibox.com/PLTV/3/224/3221228465/index.m3u8?
琅琊榜,http://zby.xjqxz.top/lyb/live.m3u8
芈月传,http://cfss.cc/cdn/hy/11352975.flv
芈月传,http://159.75.85.63:35455/huya/11352975
芈月传,http://cfss.cc/cdn/hy/11352975.m3u8
芈月传,http://120.77.28.4:8648/huya.php?id=11352975
甄嬛传,http://zby.xjqxz.top/live8/live.m3u8
甄嬛传,http://8.138.7.223/tv/zhenhuanzhuan.m3u8
以家人之名,http://cfss.cc/cdn/yy/1382736908.m3u8
雪中悍刀行,http://120.77.28.4:8648/huya.php?id=11336592
雪中悍刀行,https://lunbo.freetv.top/yy/1382660835
雪中悍刀行,http://cfss.cc/cdn/hy/11336592.m3u8
延禧攻略,http://120.77.28.4:8648/huya.php?id=26355864
延禧攻略,http://cfss.cc/cdn/hy/26355864.flv
延禧攻略,http://159.75.85.63:35455/huya/26355864
延禧攻略,https://live.metshop.top/huya/26355864?cdn=txcdn
贺岁喜剧,http://cfss.cc/cdn/hy/11601986.flv
爱情公寓,http://cfss.cc/cdn/hy/11336726.flv
爱情公寓,https://live.metshop.top/huya/11336726?cdn=txcdn
经典宫斗剧,http://cfss.cc/cdn/hy/26355845.flv
宫斗剧,http://cfss.cc/cdn/hy/29465868.flv
邻里一家亲,http://cfss.cc/cdn/hy/11342426.flv
邻里一家亲,https://live.metshop.top/huya/11342426?cdn=txcdn
86版西游记,http://159.75.85.63:35455/huya/26355861
86版西游记,http://cfss.cc/cdn/hy/26355861.flv
神医喜来乐,https://lunbo.freetv.top/yy/1382714119
神医喜来乐,http://124.248.69.76:35455/yy/1382714119
神医喜来乐,http://cfss.cc/cdn/yy/1382714119.flv
神医喜来乐,http://11.xmyxc.cn/api/php/yy.php?id=1382714119&uid=2244059750
武林外传,http://11.xmyxc.cn/api/php/yy.php?id=411376
武林外传,http://11.xmyxc.cn/api/php/yy.php?id=1355652820
武林外传,http://zby.xjqxz.top/live10/live.m3u8
武林外传,http://124.248.69.76:35455/yy/1355652820
伪装者,http://120.77.28.4:8648/yy.php?id=1354936244
伪装者,http://124.248.69.76:35455/yy/1382851593
伪装者,http://11.xmyxc.cn/api/php/yy.php?id=1382851593
狂飙,http://zby.xjqxz.top/live9/live.m3u8
少年包青天,http://120.77.28.4:8648/yy.php?id=38498680
少年包青天,http://11.xmyxc.cn/api/php/yy.php?id=1356043677
少年包青天,http://124.248.69.76:35455/yy/1356043677
笑傲江湖,http://11.xmyxc.cn/api/php/yy.php

鹿鼎记,http://159.75.85.63:35455/huya/23865080
鹿鼎记,http://120.77.28.4:8648/yy.php?id=28265277
鹿鼎记,http://cfss.cc/cdn/hy/23865080.flv
易中天品三国,http://cfss.cc/cdn/hy/11602032.flv
易中天品三国,http://159.75.85.63:35455/huya/11602032
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
电视剧频道1,http://zby.xjqxz.top/dsdsj1/live.m3u8
电视剧频道2,http://zby.xjqxz.top/gzwxj/live.m3u8
电视剧频道3,http://zby.xjqxz.top/gzdsj1/live.m3u8
电视剧频道4,http://zby.xjqxz.top/gzdsj3/live.m3u8
电视剧频道5,http://zby.xjqxz.top/gzdsj5/live.m3u8
电视剧频道6,http://zby.xjqxz.top/kzzypd/live.m3u8
电视剧频道7,http://zby.xjqxz.top/dzzypd3/live.m3u8
1905电影(国际),http://xxw.me0.cn/1905dy.php?id=1905b#http://xxw.me0.cn/1905dy.php?id=1905b
电影轮播1,http://cfss.cc/cdn/hy/11342429.flv
电影轮播2,http://cfss.cc/cdn/hy/11342387.flv
电影轮播3,http://cfss.cc/cdn/hy/11342386.flv
电影轮播4,http://cfss.cc/cdn/hy/11342390.flv
电影轮播5,http://cfss.cc/cdn/hy/11602058.flv
轮播电影1,http://tc-tct.douyucdn2.cn/dyliveflv1/122402rK7MO9bXSq_2000.flv?wsAuth=8cea39337984fd3341cc9ec569502e4f&token=cpn-androidmpro-0-122402-0fcea45d2300cfa0ac75fafd8679bb53af10de8c33ae99d9&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
轮播电影2,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=2ccc7b4ba29208aaba62dae54cbbd68c&token=cpn-androidmpro-0-20415-b6774b3b3249db17fff84d73c7585c95e780dbccdb08e4bc&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
轮播电影3,http://tc-tct.douyucdn2.cn/dyliveflv1/85894rmovieChow_2000.flv?wsAuth=7d054e041804e80af8aa7e975e2d8573&token=cpn-androidmpro-0-85894-a3575d938a4aa309c687f5fb85a1009fc65cfbeeb2672310&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=pla
成龙,http://zby.xjqxz.top/cldy/live.m3u8
李连杰,http://zby.xjqxz.top/lljdy/live.m3u8
周星驰,http://zby.xjqxz.top/live12/live.m3u8
周星星,https://qvodlive-va.huya.com/src/1394575534-1394575534-5989656310331736064-2789274524-10057-A-0-1.flv?wsSecret=d2c2b4ed0dd1849d2cbc588870e3160b&wsTime=66f10ebc&seqid=10834653525024&ctype=tars_mobile&ver=1&txyp=o%3An4%3B&fs=bgct&t=103&ratio=2000&&https=1&dMod=mseh-0&sdkPcdn=1_1&uid=9107665914478&uuid=3993646089&t=103&sv=202409061138&sdk_sid=1726987610470&a_block=0
周星星2,https://aldirect.flv.huya.com/huyalive/1199530246030-1199530246030-5301580696718934016-2399060615516-10057-A-0-1.flv?wsSecret=5849cc0b8dd2d19ced9abc01acdb4ad3&wsTime=66f10f21&seqid=2292353995971&ctype=tars_mobile&ver=1&fs=bgct&t=103&ratio=2000&dMod=mseh-0&sdkPcdn=1_1&uid=565366312681&uuid=4066395506&t=103&sv=202409061138&sdk_sid=1726987683222&a_block=0
猫和老鼠,https://hs.flv.huya.com/src/1423782038-1423782038-6115097289842229248-2847687532-10057-A-0-1.flv?wsSecret=0fae23e61996a9cb48645e555ef16409&wsTime=66f10df0&seqid=5100551432826&ctype=tars_mobile&ver=1&txyp=o%3Aqzeic1%3B&fs=bgct&t=103&dMod=mseh-0&sdkPcdn=1_1&uid=3373564054038&uuid=3761921148&t=103&sv=202409061138&sdk_sid=1726987378745&a_block=0
脱口秀大会播,http://cfss.cc/cdn/hy/11352875.m3u8
电影轮播一,http://zby.xjqxz.top/live5/live.m3u8
电影轮播二,http://zby.xjqxz.top/live7/live.m3u8
电影轮播三,http://zby.xjqxz.top/live13/live.m3u8
电影轮播四,http://zby.xjqxz.top/live18/live.m3u8
开端电视轮播,http://cfss.cc/cdn/hy/11342397.m3u8
射雕英雄传,http://11.xmyxc.cn/api/php/yy.php?id=1354210357
徐峥黄渤,http://11.xmyxc.cn/api/php/huya.php?id=11352876
yy电影二,http://11.xmyxc.cn/api/php/yy.php?id=1382749892
yy电影三,http://11.xmyxc.cn/api/php/yy.php?id=1382735573
yy电影四,http://11.xmyxc.cn/api/php/yy.php?id=24921161
yy电影六,http://11.xmyxc.cn/api/php/yy.php?id=1382736803
yy电影七,http://11.xmyxc.cn/api/php/yy.php?id=1354930924
yy电影八,http://11.xmyxc.cn/api/php/yy.php?id=1382745095
yy电影九,http://11.xmyxc.cn/api/php/yy.php?id=1355171357
yy电影十,http://11.xmyxc.cn/api/php/yy.php?id=24066336
YY電影-林正英三,http://11.xmyxc.cn/api/php/yy.php?id=1351505899
YY電影-林正英四,http://11.xmyxc.cn/api/php/yy.php?id=1353685311
YY電影-電影輪播一,http://11.xmyxc.cn/api/php/yy.php?id=1353059120
YY電影-歐美電影,http://11.xmyxc.cn/api/php/yy.php?id=24923327
YY電影-歐美科幻,http://11.xmyxc.cn/api/php/yy.php?id=37988782
YY電影-歐美動作電影,http://11.xmyxc.cn/api/php/yy.php?id=1382745089
YY連續劇四,http://11.xmyxc.cn/api/php/yy.php?id=1352227227
YY影视,http://11.xmyxc.cn/api/php/yy.php?id=1382702247
yy经典怀旧,http://11.xmyxc.cn/api/php/yy.php?id=1382627144
yy电视剧二,http://11.xmyxc.cn/api/php/yy.php?id=1354143966
yy电视剧,http://11.xmyxc.cn/api/php/yy.php?id=28099939
yy电视剧一,http://11.xmyxc.cn/api/php/yy.php?id=1455460998
电视剧三十五,http://11.xmyxc.cn/api/php/yy.php?id=1382764587
🇨??歌曲小品频道,#genre#
孤勇者,https://gitee.com/lv8932/tt/raw/master/GuYongZhe.mp4
大风吹,http://vdown2.kuwo.cn/resource//t5/0/eTNBMFltlx07LI3bUVOg01041201VIsY0E010.mp4
坑,https://boot-video.xuexi.cn/video/1004/p/1b354af4a3da7ebe1c5e2508c823a5ad-44dc0cc6f0e742048f922ad6271add88-2.mp4
左手指月,https://mirror.ghproxy.com/https://raw.githubusercontent.com/lv8932/tt/refs/heads/main/%E5%B7%A6%E6%89%8B%E6%8C%87%E6%9C%88_%E8%90%A8%E9%A1%B6%E9%A1%B6.mp4
500首华语经典,http://ls.qingting.fm/live/3412131.m3u8?bitrate=64
重温春晚经典小品,http://159.75.85.63:35455/huya/11602068
重温春晚经典小品,http://cfss.cc/cdn/hy/11602068.flv
经典小品汇,http://maomao.kandiantv.cn/douyu1.php?id=9067836
经典小品,http://159.75.85.63:35455/huya/11352938
经典小品,http://cfss.cc/cdn/hy/11352938.flv
经典相声小品,http://maomao.kandiantv.cn/douyu1.php?id=9273031
yy小品,http://11.xmyxc.cn/api/php/yy.php?id=1354931503
yy小品二,http://11.xmyxc.cn/api/php/yy.php?id=1382741642
yy小品三,http://11.xmyxc.cn/api/php/yy.php?id=1354936198
虎牙音乐石榴,http://dns.yiandrive.com:10472/huya/17091681
虎牙治愈放松音乐,http://dns.yiandrive.com:10472/huya/21241811
🇨🇳电影解说频道,#genre#
牛叔说电影,http://maomao.kandiantv.cn/douyu1.php?id=2758565
牛叔说电影,http://159.75.85.63:35455/douyu/2758565
牛叔说电影二台,http://maomao.kandiantv.cn/douyu1.php?id=10010651
解说_阿斗说电影,http://159.75.85.63:35455/huya/13303478
刘老师说电影,http://dns.yiandrive.com:10472/huya/20289754
虎牙电影解说2,http://dns.yiandrive.com:10472/huya/24983280
虎牙电影解说3,http://dns.yiandrive.com:10472/huya/24396428
虎牙电视剧解说1,http://dns.yiandrive.com:10472/huya/21277391
虎牙电视剧解说2,http://dns.yiandrive.com:10472/huya/25018873
侃片,http://maomao.kandiantv.cn/douyu1.php?id=8529736
求求扣扣困困,http://maomao.kandiantv.cn/douyu1.php?id=8795274
解说_电影狂人,http://159.75.85.63:35455/huya/18715610
解说_鹿哥电影,http://159.75.85.63:35455/huya/24396360
解说_斌哥漫说,http://159.75.85.63:35455/huya/18632116
解说_续哥说电影,http://159.75.85.63:35455/huya/24396472
解说_小川侃电影,http://159.75.85.63:35455/huya/15870999
解说_阿钙扒瞎,http://159.75.85.63:35455/huya/15978172
解说_阿良说剧,http://159.75.85.63:35455/huya/20488841
解说_鱼丸电影,http://159.75.85.63:35455/huya/16615910
解说_扁豆看电影,http://159.75.85.63:35455/huya/16028551
解说_乌贼说电影,http://159.75.85.63:35455/huya/16604522
解说_大象放映室,http://159.75.85.63:35455/huya/21277391
解说_科幻梦工场,http://159.75.85.63:35455/huya/15152155
解说_亮哥讲电影,http://159.75.85.63:35455/huya/16144175
解说_越哥说电影,http://159.75.85.63:35455/huya/15894162
解说_小冉看电影,http://159.75.85.63:35455/huya/17341907
解说_嫦娥撩电影,http://159.75.85.63:35455/huya/18201106
解说_阿翔说电影,http://159.75.85.63:35455/huya/16868935
解说_疯狂解说家,http://159.75.85.63:35455/huya/18366196
解说_虎妞说电影,http://159.75.85.63:35455/huya/20343144
解说_顾久撩电影,http://159.75.85.63:35455/huya/16422212
解说_涵哥评电影,http://159.75.85.63:35455/huya/16865726
解说_俗哥看电影,http://159.75.85.63:35455/huya/15452736
解说_老皮讲电影,http://159.75.85.63:35455/huya/16968572
解说_默爷侃电影,http://159.75.85.63:35455/huya/17204307
解说_冷君说电影,http://159.75.85.63:35455/huya/16739452
解说_老炮说电影,http://159.75.85.63:35455/huya/15454716
解说_刘老师说电影,http://159.75.85.63:35455/huya/20289754
解说_恐怖电影解说,http://159.75.85.63:35455/huya/16741179
小片片说大片,http://maomao.kandiantv.cn/douyu1.php?id=4258555
火龙果说电影,http://maomao.kandiantv.cn/douyu1.php?id=9559158
科幻Fans布玛,http://maomao.kandiantv.cn/douyu1.php?id=3508304
虫哥说电影,http://maomao.kandiantv.cn/douyu1.php?id=8915074
刘老师说电影,http://maomao.kandiantv.cn/douyu1.php?id=8317926
电影迷小雅,http://maomao.kandiantv.cn/douyu1.php?id=9639225
刘哔电影,http://maomao.kandiantv.cn/douyu1.php?id=2632223
蔡老板家的长工丶,http://maomao.kandiantv.cn/douyu1.php?id=8869614
开心嘴炮,http://maomao.kandiantv.cn/douyu1.php?id=9026377
文西与阿漆,http://maomao.kandiantv.cn/douyu1.php?id=8737695
老秦说秦,http://maomao.kandiantv.cn/douyu1.php?id=9650131
百晓生说剧,http://maomao.kandiantv.cn/douyu1.php?id=9649681
西施撩电影,http://maomao.kandiantv.cn/douyu1.php?id=7532080
电影先锋V,http://maomao.kandiantv.cn/douyu1.php?id=8711212
丽姐说电影,http://maomao.kandiantv.cn/douyu1.php?id=9437283
🇨🇳央视频道IPV4,#genre#
CCTV1综合,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv1$咪咕直播
CCTV2财经,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv2$咪咕直播
CCTV3综艺,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv3$咪咕直播
CCTV4中文国际,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv4$咪咕直播
CCTV4美洲,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv4a$咪咕直播
CCTV4欧洲,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv4o$咪咕直播
CCTV5体育,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv5$咪咕直播
CCTV5+体育赛事,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv5p$咪咕直播
CCTV6电影,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv6$咪咕直播
CCTV7国防军事,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv7$咪咕直播
CCTV8电视剧,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv8$咪咕直播
CCTV9纪录,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv9$咪咕直播
CCTV10科教,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv10$咪咕直播
CCTV11戏曲,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv11$咪咕直播
CCTV12社会与法,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv12$咪咕直播
CCTV13新闻,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv13$咪咕直播
CCTV14少儿,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv14$咪咕直播
CCTV15音乐,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv15$咪咕直播
CCTV17农业农村,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv17$咪咕直播

CCTV1综合,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=reallive-cctv1$易视腾720
CCTV1综合,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000001000021973$易视腾4M
CCTV1综合,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000005000265001$易视腾5.5M
CCTV1综合,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000001000018602$易视腾8M

CCTV2财经,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=5353323539453949720$易视腾720
CCTV2财经,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000001000012442$易视腾4M
CCTV2财经,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000005000265002$易视腾5.5M
CCTV2财经,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000001000023315$易视腾8M

CCTV3综艺,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=8378175926191110263$易视腾720
CCTV3综艺,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000001000011218$易视腾4M
CCTV3综艺,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000005000265003$易视腾5.5M
CCTV3综艺,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000001000013682$易视腾8M

CCTV4中文国际,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=8183388942203045169$易视腾720
CCTV4中文国际,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000002000031664$易视腾4M
CCTV4中文国际,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000005000265004$易视腾5.5M

CCTV5体育,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=reallive-cctv5$易视腾720
CCTV5体育,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000003000030177$易视腾4M
CCTV5体育,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000005000265005$易视腾5.5M
CCTV5体育,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000005000025222$易视腾12M

CCTV5+体育赛事,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=reallive-cctv5plus$易视腾720
CCTV5+体育赛事,http://gslbservzqhsw.itv.cmvideo.cn/.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000001000020505$易视腾4M
CCTV5+体育赛事,http://gslbservzqhsw.itv.cmvideo.cn/.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000005000265016$易视腾5.5M
CCTV5+体育赛事,http://gslbservzqhsw.itv.cmvideo.cn/.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000001000018504$易视腾8M

CCTV6电影,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=6117099895556651277$易视腾720
CCTV6电影,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000001000016466$易视腾4M
CCTV6电影,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000001000001737$易视腾8M

CCTV7国防军事,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=7050628689018054317$易视腾720
CCTV7国防军事,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000001000017218$易视腾4M
CCTV7国防军事,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000005000265007$易视腾5.5M
CCTV7国防军事,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000001000024341$易视腾8M

CCTV8电视剧,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000001000003736$易视腾4M
CCTV8电视剧,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000005000265008$易视腾5.5M
CCTV8电视剧,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000001000031433$易视腾8M

CCTV9纪录,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000001000028286$易视腾4M
CCTV9纪录,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000005000265009$易视腾5.5M
CCTV9纪录,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000001000014583$易视腾8M

CCTV10科教,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=7019587760656900133$易视腾720
CCTV10科教,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000001000026367$易视腾4M
CCTV10科教,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000005000265010$易视腾5.5M
CCTV10科教,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000001000023734$易视腾8M

CCTV11戏曲,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000002000019789$易视腾4M
CCTV11戏曲,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000005000265011$易视腾5.5M

CCTV12社会与法,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=5325631075193490169$易视腾720
CCTV12社会与法,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000001000001640$易视腾2.5M
CCTV12社会与法,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000005000265012$易视腾5.5M
CCTV12社会与法,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000001000032494$易视腾8M

CCTV13新闻,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=6918130250570453526$易视腾720
CCTV13新闻,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000002000021303$易视腾4M

CCTV14少儿,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=8203666801302077036$易视腾720
CCTV14少儿,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000001000021349$易视腾4M
CCTV14少儿,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000005000265013$易视腾5.5M
CCTV14少儿,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000001000008170$易视腾8M

CCTV15音乐,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=4832596595465032187$易视腾720
CCTV15音乐,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000002000008163$易视腾4M
CCTV15音乐,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000005000265014$易视腾5.5M

CCTV16奥林匹克,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000006000233001$易视腾4M
CCTV16奥林匹克,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000006000233002$易视腾8M

CCTV17农业农村,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000005000056836$易视腾4M
CCTV17农业农村,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000005000265015$易视腾5.5M
CCTV17农业农村,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?livemode=1&stbId=3&channel-id=ystenlive&Contentid=1000000006000268004$易视腾8M

